iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[T]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
4077	-6.815179088899171E2	21	151	1.4184955323272335E0	3.17454442577459E-2	21	151	-6.815179088899171E2	-1.225007878640688E2	134	27	1.1748928005809092E0	2.681364716037317E0	2.1912352460950316E-1	2.5966806724936836E-1	3.261836822321152E-1	1.950247259090132E-1	2.9884626905996175E-2	-1.225007878640688E2	4.538270951336283E0	1.7954105498660997E0	4.538270951336283E0	1.7954105498660997E0	134	3.9561554810592464E-1	27	-8.195570453417894E2	-1.380391364518723E2
4078	-6.777169409975448E2	18	159	1.101520027755716E0	2.8638636136324294E-2	18	159	-6.777169409975448E2	-1.05286167340645E2	131	22	1.1658912699887505E0	3.174346372399831E0	2.243130905809408E-1	2.656921916356398E-1	3.3390878496020715E-1	1.760859328232123E-1	1.7281492437847733E-2	-1.05286167340645E2	3.221470346880036E0	1.999045955173063E0	3.221470346880036E0	1.999045955173063E0	131	6.205383691050022E-1	22	-8.014559181738964E2	-1.2373897717635151E2
4079	-6.94400564303393E2	16	155	1.616324450574349E0	5.648463515697908E-2	16	155	-6.94400564303393E2	-1.047117797366526E2	132	24	1.7162096258856523E0	2.3292094981741607E0	1.6951452862068345E-1	3.007788306024447E-1	3.627618583738764E-1	1.669447824029954E-1	1.620498888141514E-2	-1.047117797366526E2	3.911960754388221E0	1.9733710035401846E0	3.911960754388221E0	1.9733710035401846E0	132	5.044455012301865E-1	24	-8.219065741011187E2	-1.2750600979772572E2
4080	-6.789120070148969E2	16	153	1.8355420224169001E0	1.7526830729767365E-2	16	153	-6.789120070148969E2	-1.08699051922785E2	134	28	1.52652065859498E0	2.243376504702766E0	1.5017057973589162E-1	2.8551360593124847E-1	3.301604345499028E-1	2.3415537978295714E-1	4.8651784075078794E-2	-1.08699051922785E2	2.4658338181441506E0	1.7736032640501798E0	2.4658338181441506E0	1.7736032640501798E0	134	7.192712059505448E-1	28	-8.02466575469993E2	-1.2355456845509617E2
4081	-6.961306501323805E2	13	164	1.5791396909527462E0	2.205131902776999E-2	13	164	-6.961306501323805E2	-9.307546568218369E1	134	28	1.6212892602203144E0	2.427770011573248E0	1.386547424186451E-1	3.4030402555906386E-1	3.0484206753317494E-1	2.16199164489116E-1	3.940066303603988E-1	-9.307546568218369E1	4.56456483650784E0	2.3944726697448964E0	4.56456483650784E0	2.3944726697448964E0	134	5.245785207373259E-1	28	-7.997308396518811E2	-1.0360018951950052E2
4082	-6.989976895467987E2	16	163	1.3507697099546738E0	2.0036072545906138E-2	16	163	-6.989976895467987E2	-9.961527189651493E1	132	24	1.3491001129956801E0	2.9926195444136656E0	1.5395228002581549E-1	2.675209111680766E-1	3.384747649151091E-1	2.4005204389099885E-1	2.6718587110685343E-1	-9.961527189651493E1	4.34862996963301E0	1.9683287293054783E0	4.34862996963301E0	1.9683287293054783E0	132	4.526319192597547E-1	24	-8.109452638401169E2	-1.1194757429331818E2
4083	-6.896800150117743E2	20	164	1.7223450649214826E0	1.3928567873193133E-2	20	164	-6.896800150117743E2	-1.3145790461585216E2	137	34	1.3266635821641979E0	2.339051242187083E0	1.6775251350640039E-1	2.9150140067066266E-1	3.688155353300151E-1	1.7193055049292189E-1	7.661740041736712E-2	-1.3145790461585216E2	4.999889158735517E0	1.848080680517057E0	4.999889158735517E0	1.848080680517057E0	137	3.696243300290363E-1	34	-8.325727505137125E2	-1.4289273550193823E2
4084	-6.776601803015817E2	18	155	1.8421125000182998E0	1.6731208400235145E-2	18	155	-6.776601803015817E2	-1.1059464923700496E2	134	28	1.503831777411778E0	2.1957564021380502E0	1.8975438255533253E-1	3.297337675728225E-1	2.860314527126211E-1	1.9448039715922388E-1	1.1142501638549953E0	-1.1059464923700496E2	2.5199573480770345E0	1.7136329130850974E0	2.5199573480770345E0	1.7136329130850974E0	134	6.800245704129719E-1	28	-8.049027036913427E2	-1.2724252338976098E2
4085	-6.812218794769441E2	19	154	2.0225821019106065E0	1.8675345123907186E-2	19	154	-6.812218794769441E2	-1.1217843309156726E2	137	34	1.8691418474186658E0	2.9197649638574306E0	1.756683900166963E-1	3.3546613722687296E-1	2.91004064500923E-1	1.978614082555078E-1	1.2619645313717769E0	-1.1217843309156726E2	2.176771858219119E0	1.5230029313660864E0	2.176771858219119E0	1.5230029313660864E0	137	6.996612555493528E-1	34	-8.097031582033572E2	-1.2848127872641317E2
4086	-6.818208471384432E2	21	151	1.7686949145364248E0	1.743834170882612E-2	21	151	-6.818208471384432E2	-1.3282714456228769E2	143	46	1.652677312336455E0	2.060786293311499E0	1.756683900166963E-1	3.3546613722687296E-1	2.91004064500923E-1	1.978614082555078E-1	1.3325683274759812E0	-1.3282714456228769E2	1.6381024836000961E0	1.7908829180770618E0	1.6381024836000961E0	1.7908829180770618E0	143	1.0932667131675404E0	46	-8.314748179689948E2	-1.496539708305516E2
4087	-6.810320741207253E2	34	137	2.059075046190355E0	2.1127969083511562E-2	34	137	-6.810320741207253E2	-1.8855645404443163E2	167	94	1.7668962377015636E0	2.6374629256912807E0	1.6961617919472063E-1	3.239084985080467E-1	3.15430729270586E-1	1.910445930266467E-1	1.509507250533536E0	-1.8855645404443163E2	2.3575205368485244E0	1.7783768809361886E0	2.3575205368485244E0	1.7783768809361886E0	167	7.543420526522663E-1	94	-8.867519861607201E2	-2.0571991203999482E2
4088	-6.726256633374829E2	30	142	1.8498253918516043E0	1.6319735145128977E-2	30	142	-6.726256633374829E2	-1.7287257036299397E2	156	68	1.6746372111510388E0	2.0163627545660763E0	1.7197363711003613E-1	3.284104313853881E-1	3.198148315005921E-1	1.798011000039837E-1	1.5391431281255095E0	-1.7287257036299397E2	2.3552496538368723E0	1.6715411606121808E0	2.3552496538368723E0	1.6715411606121808E0	156	7.097086960140804E-1	68	-8.651495252192999E2	-1.9252386188181703E2
4089	-6.720070216794696E2	29	142	2.25744486651476E0	1.3650539752552836E-2	29	142	-6.720070216794696E2	-1.7170224608909078E2	149	61	2.1603007198018793E0	2.9843458419054993E0	1.7483168886203182E-1	3.2800829703917284E-1	3.1942322235580056E-1	1.7773679174299464E-1	1.5236275482272053E0	-1.7170224608909078E2	3.7678625490821376E0	1.765572204105141E0	3.7678625490821376E0	1.765572204105141E0	149	4.6858721121216046E-1	61	-8.62109744208468E2	-1.9010272252899833E2
4090	-6.637072051669404E2	19	144	2.981931693620664E0	2.1774104129047265E-2	19	144	-6.637072051669404E2	-1.317334256591922E2	148	56	2.1219944195993845E0	2.990677885977545E0	1.7483168886203182E-1	3.2800829703917284E-1	3.1942322235580056E-1	1.7773679174299464E-1	9.878123560852167E-1	-1.317334256591922E2	3.298275215653273E0	1.8779781609098167E0	3.298275215653273E0	1.8779781609098167E0	148	5.693818854160886E-1	56	-8.144603138139003E2	-1.5075310864695987E2
4091	-6.565380577563575E2	21	139	3.55289993933884E0	2.7591019751501942E-2	21	139	-6.565380577563575E2	-1.5345067340373814E2	159	76	1.9120812472065818E0	4.218179390645074E0	1.7766421454193174E-1	3.3001659680076406E-1	3.1170280437503967E-1	1.806163842822645E-1	8.975493152312785E-1	-1.5345067340373814E2	2.052361741321778E0	1.8033856023335417E0	2.052361741321778E0	1.8033856023335417E0	159	8.786879846883675E-1	76	-8.369126670993196E2	-1.8037460934296217E2
4092	-6.521378601788203E2	29	127	3.663450863244656E0	2.761563257515289E-2	29	127	-6.521378601788203E2	-1.9039813046166748E2	168	96	1.573607237262213E0	2.4273888621796615E0	1.719566397677486E-1	3.1941460580433156E-1	3.3381478523184205E-1	1.7481396919607778E-1	1.7329253645477254E0	-1.9039813046166748E2	2.637420689998172E0	1.2833609181971992E0	2.637420689998172E0	1.2833609181971992E0	168	4.865969706933969E-1	96	-8.588687295282783E2	-2.06730869349458E2
4093	-6.46013143151447E2	28	126	3.208418868063797E0	2.70486626209388E-2	28	126	-6.46013143151447E2	-1.7864050726351115E2	166	91	1.5049522654025125E0	2.4014775057385687E0	1.6280484827639544E-1	3.5203447634514196E-1	3.022496868269268E-1	1.8291098855153579E-1	1.7249813379981571E0	-1.7864050726351115E2	1.31364903442894E0	1.41537564075789E0	1.31364903442894E0	1.41537564075789E0	166	1.0774381921371958E0	91	-8.446669997962506E2	-1.986538566448035E2
4094	-6.558853606980141E2	31	125	3.993951831736003E0	3.708324716103945E-2	31	125	-6.558853606980141E2	-1.9722378591422847E2	176	109	1.1865766403045888E0	2.5896404453180475E0	1.6280484827639544E-1	3.5203447634514196E-1	3.022496868269268E-1	1.8291098855153579E-1	1.6354468091906122E0	-1.9722378591422847E2	1.523148445740954E0	1.568955749741824E0	1.523148445740954E0	1.568955749741824E0	176	1.030074090367854E0	109	-8.751349327225271E2	-2.1924957202451293E2
4095	-6.324099735517015E2	37	111	3.883368666205308E0	4.3399336048484685E-2	37	111	-6.324099735517015E2	-2.254406709048786E2	187	131	9.418620821727247E-1	3.292876288222896E0	1.6280484827639544E-1	3.5203447634514196E-1	3.022496868269268E-1	1.8291098855153579E-1	1.4315657789367466E0	-2.254406709048786E2	3.7838688163135226E0	1.508006072434855E0	3.7838688163135226E0	1.508006072434855E0	187	3.9853550575890395E-1	131	-8.786096259908363E2	-2.4619965243913487E2
4096	-6.439502123918509E2	22	125	3.433666907246839E0	2.179547699718834E-2	22	125	-6.439502123918509E2	-1.5712039071429678E2	168	93	1.075888954875898E0	2.7885212604286247E0	1.6280484827639544E-1	3.5203447634514196E-1	3.022496868269268E-1	1.8291098855153579E-1	1.6336604801745274E0	-1.5712039071429678E2	1.572111111383913E0	1.5556600528374727E0	1.572111111383913E0	1.5556600528374727E0	168	9.895356896676606E-1	93	-8.224254717698786E2	-1.7847525937802774E2
4097	-6.390955968524836E2	27	117	3.8024559590190394E0	2.610663005650153E-2	27	117	-6.390955968524836E2	-1.885686755944056E2	178	113	1.3130375807117265E0	2.8454095626286144E0	1.5620500723023495E-1	3.3776357709832183E-1	3.115125598046889E-1	1.9451885586675444E-1	1.627487272403759E0	-1.885686755944056E2	9.975334692630551E-1	1.5496155019625855E0	9.975334692630551E-1	1.5496155019625855E0	178	1.5534471270496724E0	113	-8.548307147423927E2	-2.1573511788990916E2
4098	-6.519100167650561E2	20	128	5.1150566363646295E0	6.663118835471386E-3	20	128	-6.519100167650561E2	-1.5064060469466835E2	167	91	1.488128951681483E0	2.637521726738979E0	1.570691531551458E-1	3.580705944837619E-1	2.798810478622109E-1	2.0497920449888146E-1	1.5090409977478385E0	-1.5064060469466835E2	3.203592320502516E0	1.6056675332607602E0	3.203592320502516E0	1.6056675332607602E0	167	5.012084474621586E-1	91	-8.205112599936213E2	-1.6860124322856515E2
4099	-6.562743738240683E2	21	127	4.236471399989915E0	1.4091822507418646E-2	21	127	-6.562743738240683E2	-1.5565096179550096E2	171	99	1.4478436839761744E0	2.6246907579231715E0	1.1654598452200651E-1	3.679240504836602E-1	3.1295935053072066E-1	2.0257061446361255E-1	1.396948724358284E0	-1.5565096179550096E2	1.4809640409665434E0	1.4371672043492245E0	1.4809640409665434E0	1.4371672043492245E0	171	9.704268061844803E-1	99	-8.33529195919223E2	-1.7725482209515462E2
4100	-6.597152121373332E2	23	134	3.6666517420145466E0	1.5566104505126537E-2	23	134	-6.597152121373332E2	-1.6078626213169497E2	168	93	1.272870467649329E0	2.5850595289366844E0	1.1287465278203813E-1	3.563340223074142E-1	3.346019163676311E-1	1.9618940854291664E-1	1.359737619964205E0	-1.6078626213169497E2	1.997559538220869E0	1.6423320461815056E0	1.997559538220869E0	1.6423320461815056E0	168	8.221692594175453E-1	93	-8.396799467723968E2	-1.7996473463506362E2
4101	-6.5741330656562E2	20	142	3.067805732960411E0	1.2944229878260684E-2	20	142	-6.5741330656562E2	-1.435895805382488E2	154	65	1.4164523915354177E0	3.5929901699436666E0	1.725537317825842E-1	3.684000647663612E-1	2.8777053503513406E-1	1.7127566841592048E-1	1.460278977310605E0	-1.435895805382488E2	2.3793863632795405E0	1.739262932981302E0	2.3793863632795405E0	1.739262932981302E0	154	7.309712116631838E-1	65	-8.204324663510127E2	-1.630191597853927E2
4102	-6.529706017658019E2	19	134	2.712096184094723E0	1.5933516472844838E-2	19	134	-6.529706017658019E2	-1.402484512964931E2	155	67	1.4640668461410178E0	3.2158261124347556E0	1.8822375257386792E-1	3.110429504655537E-1	3.1390367177193407E-1	1.8682962518864427E-1	1.5068828643870558E0	-1.402484512964931E2	4.0804967016977045E0	1.8616889988425835E0	4.0804967016977045E0	1.8616889988425835E0	155	4.562407802138454E-1	67	-8.086438405647973E2	-1.5567323879899538E2
4103	-6.548377137829518E2	17	133	2.995125102091472E0	4.711336420373786E-2	17	133	-6.548377137829518E2	-1.3023411989289593E2	156	68	1.6924081956095725E0	3.6125794924947403E0	1.5480003809584858E-1	3.154003742860119E-1	3.1830117164988037E-1	2.114984159682591E-1	8.954629355959894E-2	-1.3023411989289593E2	1.862339412044302E0	1.697425366163122E0	1.862339412044302E0	1.697425366163122E0	156	9.114479107220564E-1	68	-8.041718446008238E2	-1.4933413081787194E2
4104	-6.754303619106053E2	19	142	2.431073503501967E0	4.151322512293657E-2	19	142	-6.754303619106053E2	-1.3366417142725086E2	144	44	1.2841406777728506E0	2.5745945642835157E0	1.6534646172687814E-1	2.811482507442112E-1	3.3998681875801706E-1	2.1351846877089364E-1	6.092446664369418E-2	-1.3366417142725086E2	1.9265558992668042E0	1.5770892006357087E0	1.9265558992668042E0	1.5770892006357087E0	144	8.186054716792317E-1	44	-8.258305589948436E2	-1.504001970842383E2
4105	-6.809647621204585E2	15	152	2.256296136980172E0	2.2250692211083334E-2	15	152	-6.809647621204585E2	-1.0776998790433869E2	138	32	1.4384133719667194E0	2.1716098415655796E0	1.60909643901412E-1	3.0043753109321514E-1	3.3086379573028035E-1	2.0778902927509257E-1	6.0769417319568975E-2	-1.0776998790433869E2	3.035746282939569E0	1.669713826838857E0	3.035746282939569E0	1.669713826838857E0	138	5.500175809231469E-1	32	-7.991953325977597E2	-1.1823057047730117E2
4106	-6.80392216472059E2	18	148	1.448545841452144E0	4.221084156906085E-2	18	148	-6.80392216472059E2	-1.1403479788682688E2	134	26	1.2577002574791665E0	2.2560563722076674E0	1.6662315706961286E-1	3.326489687794129E-1	2.855607578564465E-1	2.151671162945276E-1	9.532362447591684E-2	-1.1403479788682688E2	1.4760125138632298E0	1.697573431189365E0	1.4760125138632298E0	1.697573431189365E0	134	1.1501077499310859E0	26	-8.117025377254784E2	-1.3131032125341935E2
4107	-6.800296620919252E2	25	156	1.0837595471258692E0	4.668803484412112E-2	25	156	-6.800296620919252E2	-1.3644613765524485E2	136	29	1.427048209664858E0	2.661639000118523E0	1.8048081053443024E-1	2.8375178382284133E-1	3.0270534973072666E-1	2.330620559120017E-1	6.855839400345291E-2	-1.3644613765524485E2	2.289921223764113E0	2.040017454780522E0	2.289921223764113E0	2.040017454780522E0	136	8.908679624477187E-1	29	-8.306381937725755E2	-1.506085316806504E2
4108	-6.7397760210412E2	21	149	1.1855402985286603E0	5.540330694001583E-2	21	149	-6.7397760210412E2	-1.2326095960727726E2	133	25	1.8305828372603923E0	2.9993466126303927E0	1.7586633086318115E-1	2.853495094831582E-1	3.0440979753459285E-1	2.3437436211906781E-1	7.150361343434604E-2	-1.2326095960727726E2	2.6068324621403827E0	2.031059914504075E0	2.6068324621403827E0	2.031059914504075E0	133	7.791294392722269E-1	25	-8.129111204543411E2	-1.3893351835022108E2
4109	-6.753223442004381E2	25	147	1.17464523885124E0	4.7466518034645966E-2	25	147	-6.753223442004381E2	-1.3641828403313627E2	135	30	1.6036671510599387E0	3.339003913669459E0	1.5547427811537387E-1	2.9241009014725855E-1	3.119419987790541E-1	2.4017363295831354E-1	1.1846283266934948E-1	-1.3641828403313627E2	1.5188886298518645E0	1.902160957737379E0	1.5188886298518645E0	1.902160957737379E0	135	1.2523373474215123E0	30	-8.29856591992942E2	-1.5453424779250386E2
4110	-6.887120387650783E2	16	150	1.5316056246101897E0	4.6173782143751216E-2	16	150	-6.887120387650783E2	-1.0457874736835424E2	132	22	1.539572135618467E0	2.4323643288523082E0	1.6934957525241615E-1	2.8105954606327815E-1	2.879829572882188E-1	2.6160792139608696E-1	7.831395695856372E-2	-1.0457874736835424E2	2.108313662193772E0	1.507676726202454E0	2.108313662193772E0	1.507676726202454E0	132	7.151102576614075E-1	22	-8.063773873579361E2	-1.1766534859285771E2
4111	-6.862793851974848E2	16	153	1.7136003362415366E0	2.56801442574774E-2	16	153	-6.862793851974848E2	-1.0642253404221508E2	135	26	1.806507216183136E0	2.1148227486276263E0	1.6698108048474786E-1	2.7712869437226034E-1	3.46192203163587E-1	2.096980219794047E-1	4.1699897601312555E-2	-1.0642253404221508E2	2.2212956517980076E0	1.7812829681899953E0	2.2212956517980076E0	1.7812829681899953E0	135	8.019116981335429E-1	26	-8.07973913476007E2	-1.2169452827852224E2
4112	-6.862825918244924E2	16	152	1.3044043564464887E0	2.160055294763847E-2	16	152	-6.862825918244924E2	-1.0743484887714794E2	135	26	1.4036249775189371E0	2.1646758068108514E0	1.826750844263595E-1	2.761409407990027E-1	3.4495829057116E-1	1.9622568420347786E-1	5.121731334336153E-2	-1.0743484887714794E2	1.4534776330054633E0	2.1186113550098282E0	1.4534776330054633E0	2.1186113550098282E0	135	1.4576153818267013E0	26	-8.114345068830504E2	-1.2515191505855793E2
4113	-6.852896472289507E2	16	150	1.9818321873127427E0	4.375410463913777E-2	16	150	-6.852896472289507E2	-1.1345215229559666E2	136	31	1.592551650177877E0	1.5696534041670815E0	1.7457863981814484E-1	2.639019436842062E-1	3.2966920119958937E-1	2.3185021529805963E-1	3.753825901921755E-2	-1.1345215229559666E2	2.2400090032998534E0	1.5099075088799248E0	2.2400090032998534E0	1.5099075088799248E0	136	6.740631428961291E-1	31	-8.16364665152451E2	-1.3107501792350035E2
4114	-6.712420854099893E2	19	141	2.7416764716188218E0	3.196860367581655E-2	19	141	-6.712420854099893E2	-1.3638523648874204E2	146	53	1.4071623143499412E0	2.122754570595435E0	1.6333820160995263E-1	2.790795135219668E-1	3.273374499205004E-1	2.302448349475802E-1	4.021565750320641E-2	-1.3638523648874204E2	2.9359248192401024E0	1.895990755217301E0	2.9359248192401024E0	1.895990755217301E0	146	6.457899544267061E-1	53	-8.219230383659348E2	-1.5068095295594551E2
4115	-6.773049662816974E2	17	148	2.2102930162296754E0	3.575736031203625E-2	17	148	-6.773049662816974E2	-1.2078921165418875E2	139	43	1.489881863725074E0	2.904578393289894E0	1.6630876954954782E-1	2.841550233983757E-1	3.706876375940161E-1	1.7884856945806046E-1	1.2070679683833045E-1	-1.2078921165418875E2	3.5979153531213353E0	1.592268365887992E0	3.5979153531213353E0	1.592268365887992E0	139	4.4255303685970143E-1	43	-8.08981375402192E2	-1.316764091204946E2
4116	-6.761830015420156E2	19	142	2.295271804862369E0	4.95167232905955E-2	19	142	-6.761830015420156E2	-1.32897317715559E2	147	60	1.3170180720255134E0	2.1685902861514776E0	1.9772399824860634E-1	2.734474679869759E-1	3.567193523517236E-1	1.7210918141269427E-1	6.511395743416659E-1	-1.32897317715559E2	4.389590697741673E0	1.5086371137506591E0	4.389590697741673E0	1.5086371137506591E0	147	3.436851446142376E-1	60	-8.230335811022594E2	-1.4685057956024377E2
4117	-6.828342650452132E2	16	151	2.267523109647681E0	6.243314974370638E-2	16	151	-6.828342650452132E2	-1.1423918883701215E2	139	38	1.5239962463677543E0	2.807822116298903E0	2.1138099911648625E-1	2.687926206533086E-1	3.5064698262606564E-1	1.691793976041395E-1	5.5073025954450384E-2	-1.1423918883701215E2	2.421477852137554E0	1.8259163406338845E0	2.421477852137554E0	1.8259163406338845E0	139	7.540503990247365E-1	38	-8.115490005114669E2	-1.2871473546625373E2
4118	-6.738269241713725E2	19	144	2.195421890127357E0	2.4822906496467997E-2	19	144	-6.738269241713725E2	-1.3152154103396037E2	143	43	1.533997235281054E0	3.092344290500134E0	2.2165073813223293E-1	2.818516471268607E-1	3.1909880163822285E-1	1.7739881310268346E-1	2.4125542772743014E-1	-1.3152154103396037E2	1.6982196495174107E0	2.102667819285376E0	1.6982196495174107E0	2.102667819285376E0	143	1.2381601048385578E0	43	-8.251595704586238E2	-1.5133264628725124E2
4119	-6.892675087879397E2	12	159	2.2571494234856586E0	2.9199031119454485E-2	12	159	-6.892675087879397E2	-8.740215526285508E1	131	19	1.5478033450599304E0	2.556110769128661E0	2.2165073813223293E-1	2.818516471268607E-1	3.1909880163822285E-1	1.7739881310268346E-1	7.637061370243014E-3	-8.740215526285508E1	3.5265649133189765E0	1.924434270698329E0	3.5265649133189765E0	1.924434270698329E0	131	5.456965398340492E-1	19	-7.894980638987267E2	-1.0023055511078701E2
